customer_id,revenue,orders,units_purchased,first_purchase,latest_purchase
17313,2328.84,1,1402,2011-11-08 15:45:00,2011-11-08 15:45:00
17004,2324.36,4,1233,2010-10-11 15:43:00,2011-10-24 14:25:00
14938,2322.43,2,1369,2010-05-26 13:35:00,2010-05-26 13:38:00
13091,2321.82,3,1339,2009-12-10 11:50:00,2011-11-11 15:54:00
13055,2321.11,4,1821,2010-10-06 08:17:00,2011-09-22 14:26:00
16628,2318.1,7,1260,2010-03-08 12:24:00,2011-11-10 12:45:00
12724,2317.52,7,1379,2010-06-22 14:00:00,2011-12-04 16:02:00
12948,2317.43,9,1304,2009-12-02 12:28:00,2011-11-23 17:10:00
14346,2315.75,5,1878,2010-07-30 10:44:00,2011-08-11 09:47:00
17193,2310.04,9,1668,2009-12-02 10:02:00,2011-11-04 12:47:00
17282,2308.54,5,2332,2010-06-09 12:07:00,2011-08-01 14:29:00
13704,2308.06,9,1531,2011-09-12 14:40:00,2011-12-04 15:13:00
17113,2305.59,6,913,2010-01-11 10:14:00,2010-05-14 13:59:00
15946,2304.18,3,1614,2010-03-16 10:49:00,2010-07-25 12:18:00
14555,2304.03,6,842,2009-12-18 11:39:00,2011-10-13 16:24:00
18095,2303.09,5,1623,2010-04-19 14:09:00,2011-01-31 12:50:00
16077,2300.4,1,840,2010-03-24 10:42:00,2010-03-24 10:42:00
16531,2298.33,11,1863,2010-09-24 09:49:00,2011-11-17 16:29:00
17324,2298.12,12,1536,2009-12-18 15:29:00,2011-11-22 10:34:00
13371,2297.66,2,1019,2010-03-17 15:29:00,2010-07-22 17:33:00
12599,2296.72,13,2189,2010-05-11 10:42:00,2011-11-10 13:34:00
12649,2294.65,8,1959,2010-01-12 17:24:00,2011-08-24 14:41:00
13280,2293.33,7,1489,2010-03-05 09:07:00,2011-08-09 13:14:00
13059,2291.77,10,860,2010-03-31 12:23:00,2011-04-04 10:40:00
17047,2289.23,6,1184,2009-12-08 08:48:00,2011-09-15 13:27:00
17018,2287.7,6,456,2009-12-05 10:27:00,2011-10-30 11:42:00
16485,2287.19,5,1153,2009-12-06 12:28:00,2011-09-23 15:50:00
14481,2284.69,5,1568,2010-01-31 12:43:00,2011-06-28 10:38:00
12684,2283.63,7,1985,2011-05-10 12:55:00,2011-12-02 09:53:00
18051,2282.28,7,1661,2009-12-09 12:17:00,2010-03-15 13:58:00
14901,2281.4,12,1048,2010-07-29 11:11:00,2011-11-28 17:09:00
13655,2280.51,6,1225,2010-04-27 09:59:00,2011-08-17 14:25:00
14554,2279.49,4,1443,2011-10-18 13:04:00,2011-11-29 16:44:00
13994,2274.14,6,932,2011-07-14 18:28:00,2011-12-06 11:05:00
17994,2270.03,11,2181,2010-03-29 10:37:00,2011-08-10 11:41:00
13748,2268.35,9,1108,2009-12-01 16:44:00,2011-09-05 09:45:00
15638,2265.2,6,1134,2010-04-08 14:37:00,2010-11-26 11:52:00
15734,2263.3,4,516,2010-06-10 14:25:00,2011-08-17 10:50:00
13814,2257.32,3,1214,2010-06-30 14:12:00,2011-09-08 13:48:00
16350,2253.89,9,1077,2010-10-07 16:33:00,2011-11-18 15:53:00
17414,2249.52,6,6256,2009-12-03 16:49:00,2011-10-27 12:13:00
14432,2248.5,6,2013,2011-09-11 14:09:00,2011-11-30 08:04:00
14644,2247.72,7,770,2009-12-03 16:24:00,2011-10-03 08:30:00
16177,2247.31,8,1021,2010-03-02 14:03:00,2011-10-20 12:57:00
12868,2247.06,8,1282,2010-11-12 10:05:00,2011-06-07 10:42:00
16174,2246.75,7,1431,2010-04-15 15:12:00,2011-08-05 13:26:00
13627,2245.9,7,1632,2010-03-09 14:03:00,2011-10-11 14:20:00
16042,2245.32,8,1430,2010-09-12 12:00:00,2011-11-17 17:50:00
13407,2244.7,3,1690,2010-02-16 11:13:00,2010-05-10 12:41:00
16823,2243.09,7,1166,2009-12-02 09:57:00,2011-04-26 15:00:00
14462,2242.81,12,1063,2010-10-03 14:13:00,2011-10-04 15:55:00
15865,2241.42,5,1141,2010-01-05 13:58:00,2011-10-30 12:43:00
15629,2240.9,4,1518,2010-06-25 11:39:00,2010-09-15 13:46:00
16551,2237.12,7,2076,2009-12-13 16:12:00,2011-09-05 09:38:00
17180,2236.77,11,1809,2010-01-21 17:43:00,2011-10-14 15:46:00
17075,2236.63,10,785,2009-12-14 11:24:00,2011-11-22 11:58:00
16108,2235.92,4,1473,2010-03-18 14:14:00,2011-09-16 11:48:00
16076,2234.73,10,1435,2011-05-15 12:31:00,2011-12-06 14:59:00
13662,2233.61,11,1169,2010-02-19 13:21:00,2011-09-15 12:04:00
18215,2232.49,5,1131,2010-03-26 13:03:00,2011-09-11 16:05:00
17460,2228.27,16,980,2010-01-22 13:25:00,2011-09-06 15:04:00
12783,2225.91,6,624,2011-09-25 15:35:00,2011-12-07 15:56:00
13365,2225.37,2,1247,2011-05-06 12:00:00,2011-11-06 12:36:00
14321,2218.06,7,3275,2010-08-23 12:56:00,2011-11-29 09:47:00
17648,2216.37,5,954,2010-11-19 16:41:00,2011-10-10 09:41:00
18177,2216.32,9,1238,2009-12-15 18:57:00,2011-11-08 14:44:00
13478,2215.78,5,1189,2010-01-31 15:51:00,2010-08-27 13:23:00
14708,2212.28,5,1509,2010-09-10 10:26:00,2011-12-07 08:21:00
13320,2211.6,6,1509,2010-08-18 10:29:00,2011-09-22 18:07:00
15550,2211.05,12,1139,2009-12-03 15:15:00,2011-12-05 15:38:00
15476,2209.98,4,1174,2010-09-23 14:00:00,2010-11-24 15:17:00
14177,2209.69,13,1043,2010-02-26 11:59:00,2011-09-14 15:11:00
14834,2206.16,7,872,2010-10-28 17:37:00,2011-11-22 10:30:00
14467,2203.24,12,1187,2009-12-02 12:44:00,2011-11-22 12:48:00
13410,2201.96,9,1244,2009-12-08 13:43:00,2011-11-15 15:33:00
14006,2196.67,7,2181,2010-02-25 09:45:00,2011-08-16 09:39:00
16317,2192.51,5,1236,2010-05-04 10:17:00,2011-08-12 12:46:00
15934,2190.66,2,2166,2010-10-06 12:08:00,2010-10-18 10:13:00
14212,2190.14,2,2046,2010-09-20 11:48:00,2011-09-11 12:45:00
16221,2186.66,9,1501,2010-08-10 13:32:00,2011-11-03 11:43:00
14597,2184.63,6,1436,2010-09-28 13:17:00,2011-11-28 13:13:00
15864,2180.76,7,1486,2010-11-23 15:02:00,2011-11-17 13:32:00
12856,2170.78,6,1076,2011-10-07 12:38:00,2011-12-02 10:52:00
15649,2170.35,4,485,2010-11-17 16:22:00,2011-01-07 13:34:00
12501,2169.39,1,1783,2011-01-07 12:28:00,2011-01-07 12:28:00
14595,2164.45,8,1228,2010-01-20 13:59:00,2011-11-20 12:12:00
15944,2164.24,4,859,2009-12-13 12:57:00,2011-03-08 10:33:00
17822,2162.93,5,1375,2010-05-28 12:15:00,2010-10-15 13:47:00
14407,2157.73,6,1415,2011-03-08 11:59:00,2011-08-24 14:02:00
16379,2157.4,4,1410,2011-09-22 09:33:00,2011-12-05 15:38:00
13643,2156.77,10,902,2009-12-08 12:48:00,2011-11-08 15:37:00
13224,2155.95,2,1518,2011-07-11 14:10:00,2011-10-10 14:55:00
16966,2154.97,7,1981,2011-04-13 14:17:00,2011-12-01 13:40:00
16600,2153.41,13,2420,2009-12-18 12:59:00,2011-12-05 16:00:00
16275,2151.11,3,1268,2010-03-08 14:41:00,2011-05-27 12:41:00
18239,2150.36,6,1052,2010-10-13 10:11:00,2011-05-05 12:38:00
14216,2150.04,5,712,2010-10-21 15:07:00,2011-12-06 14:56:00
16716,2149.68,3,912,2010-03-19 11:05:00,2011-03-18 10:03:00
17272,2148.63,4,1778,2011-03-22 12:05:00,2011-10-28 16:37:00
16004,2146.39,5,1076,2010-01-25 13:56:00,2010-08-22 11:48:00
13152,2146.38,7,977,2010-01-14 10:01:00,2010-10-18 13:44:00
16134,2145.34,5,1637,2010-06-17 09:48:00,2011-11-18 10:05:00
18009,2144.23,8,651,2010-02-25 11:49:00,2011-04-18 13:36:00
12576,2142.72,8,1494,2010-07-01 13:46:00,2011-11-04 10:11:00
13092,2140.28,12,664,2010-02-10 08:44:00,2011-09-30 11:18:00
12687,2138.91,2,1403,2010-08-16 12:10:00,2010-08-16 12:12:00
17029,2137.3,7,1265,2010-02-14 10:19:00,2011-08-21 11:06:00
17305,2135.46,1,1006,2010-03-01 12:47:00,2010-03-01 12:47:00
18116,2134.49,13,1267,2010-10-24 15:29:00,2011-10-03 11:00:00
12560,2134.01,3,1110,2011-07-19 15:55:00,2011-12-04 13:54:00
16493,2132.09,7,1988,2010-03-26 13:05:00,2011-09-21 11:10:00
13517,2128.42,3,1369,2011-06-13 08:44:00,2011-10-11 11:43:00
14634,2124.46,4,1906,2010-06-16 09:48:00,2010-09-28 10:40:00
16807,2123.88,6,1433,2010-03-26 14:38:00,2011-07-20 12:00:00
16996,2123.61,9,919,2010-10-18 12:24:00,2011-11-09 16:43:00
14472,2118.72,9,1271,2010-01-19 13:09:00,2011-08-28 11:01:00
14360,2118.03,4,1139,2011-09-06 11:58:00,2011-11-08 09:12:00
14691,2114.33,5,707,2011-05-11 09:55:00,2011-11-09 12:30:00
16201,2112.12,5,1421,2010-10-20 12:00:00,2011-12-06 16:02:00
16054,2111.88,4,791,2010-04-01 18:37:00,2011-07-17 13:08:00
12997,2110.91,8,1186,2010-04-06 11:06:00,2011-11-17 15:47:00
14399,2108.21,8,965,2010-02-03 13:09:00,2010-11-10 13:23:00
13755,2108.06,9,1242,2011-10-07 15:45:00,2011-12-06 12:26:00
13610,2103.71,14,869,2010-01-05 14:12:00,2011-11-27 15:38:00
15252,2103.41,5,1430,2010-04-07 10:24:00,2011-11-03 13:30:00
14276,2102.68,7,1406,2010-02-17 13:10:00,2011-09-02 09:45:00
14499,2101.79,7,1231,2010-08-27 11:57:00,2011-11-13 13:01:00
15815,2100.6,5,1856,2011-03-25 08:43:00,2011-10-07 12:42:00
12975,2100.09,6,911,2009-12-06 10:38:00,2010-09-29 09:46:00
17159,2099.59,5,1348,2010-03-04 14:53:00,2011-11-18 10:52:00
12610,2099.54,5,1049,2011-08-05 13:52:00,2011-11-17 09:34:00
17742,2098.48,11,653,2009-12-01 13:16:00,2011-08-18 15:28:00
13753,2094.57,4,1450,2009-12-03 10:20:00,2011-02-25 12:48:00
13591,2093.94,7,850,2009-12-14 15:44:00,2011-10-06 12:26:00
14469,2093.46,4,973,2010-01-29 11:12:00,2010-10-19 14:30:00
13265,2092.66,5,1740,2011-03-11 09:54:00,2011-10-17 15:02:00
15456,2091.52,10,2727,2009-12-08 12:54:00,2011-03-01 13:51:00
15151,2085.61,2,795,2010-07-18 12:19:00,2010-10-12 16:37:00
17705,2083.9,11,1301,2010-05-12 09:47:00,2011-12-06 13:45:00
14896,2083.22,8,1115,2009-12-06 12:42:00,2011-05-19 10:20:00
16934,2083.14,6,936,2010-03-28 12:43:00,2011-10-16 12:40:00
14396,2079.73,7,998,2009-12-02 14:21:00,2011-10-05 16:09:00
18026,2074.07,2,530,2010-07-22 16:21:00,2010-07-27 10:37:00
17048,2071.68,7,1068,2010-01-18 13:55:00,2011-08-14 11:49:00
17585,2064.71,7,2510,2010-08-18 16:39:00,2011-08-22 13:30:00
16726,2063.88,7,1323,2010-10-24 16:09:00,2011-11-13 14:53:00
12586,2062.67,4,687,2009-12-16 13:15:00,2011-11-22 16:24:00
13476,2061.47,5,713,2010-03-05 09:39:00,2011-06-14 12:00:00
18258,2059.67,6,1981,2010-05-16 11:35:00,2010-09-01 14:20:00
17633,2057.39,7,899,2010-11-15 14:55:00,2011-11-08 13:25:00
12518,2056.89,5,1318,2011-08-21 13:18:00,2011-12-09 10:13:00
15253,2055.09,8,1588,2010-05-02 11:17:00,2011-11-23 16:22:00
14188,2054.36,6,1162,2011-02-02 13:46:00,2011-11-09 12:45:00
16235,2053.71,9,788,2010-08-26 12:10:00,2011-10-30 10:56:00
16794,2052.7,15,1576,2010-03-25 15:17:00,2011-12-08 17:54:00
16176,2052.69,4,952,2010-03-29 14:52:00,2010-10-14 13:54:00
14723,2050.25,11,1282,2009-12-04 11:22:00,2011-11-29 15:23:00
17086,2050.08,6,1859,2011-10-07 11:22:00,2011-12-02 13:54:00
13874,2049.15,7,864,2010-02-04 18:39:00,2010-12-16 18:20:00
13984,2048.6,12,1421,2009-12-07 11:51:00,2011-11-13 12:38:00
16027,2048.36,15,2099,2010-01-08 13:21:00,2011-09-09 10:47:00
14232,2048.07,5,1941,2011-03-20 12:44:00,2011-10-28 11:09:00
17666,2047.8,5,1552,2010-06-30 12:03:00,2011-12-06 09:06:00
13663,2047.51,5,893,2010-03-03 10:11:00,2011-06-13 15:44:00
14000,2046.34,5,1838,2009-12-02 09:50:00,2011-05-12 16:50:00
15473,2046.0,8,776,2010-09-21 09:14:00,2011-11-25 15:15:00
17289,2041.8,9,1237,2010-03-08 12:52:00,2011-11-08 12:01:00
12585,2040.1,2,1279,2010-12-23 12:58:00,2011-04-19 13:39:00
14988,2038.65,7,1260,2010-04-16 13:34:00,2011-05-12 12:05:00
16214,2038.25,4,1308,2010-09-30 13:57:00,2011-06-22 11:30:00
16331,2037.7,6,756,2010-03-07 10:55:00,2010-10-03 13:47:00
13705,2035.33,7,1009,2010-03-25 17:19:00,2011-12-02 12:32:00
17846,2033.1,1,1,2011-09-15 15:20:00,2011-09-15 15:20:00
13630,2031.78,7,1391,2011-02-27 12:49:00,2011-12-04 15:16:00
14225,2031.07,4,1167,2010-01-12 15:02:00,2010-10-01 10:32:00
15272,2030.95,6,665,2010-02-14 13:39:00,2011-10-13 12:59:00
15506,2030.33,6,1637,2010-08-19 12:38:00,2011-11-17 12:11:00
15164,2028.11,9,912,2010-01-18 13:34:00,2011-10-02 12:05:00
15384,2027.79,4,1767,2010-04-26 12:38:00,2011-06-23 10:57:00
12873,2027.3,3,786,2010-01-27 09:50:00,2011-03-02 14:58:00
13989,2026.06,5,2207,2010-05-25 12:13:00,2011-10-05 09:47:00
14631,2025.69,6,1407,2010-08-09 14:45:00,2011-10-20 11:17:00
16510,2025.6,6,1022,2010-01-17 12:30:00,2010-12-02 13:39:00
14651,2025.52,9,880,2010-03-18 11:39:00,2011-10-03 15:52:00
12418,2021.2,4,1088,2010-03-19 14:47:00,2011-08-19 11:08:00
17227,2021.18,12,1773,2010-01-15 15:05:00,2011-11-21 10:51:00
13696,2020.4,3,552,2010-02-11 14:17:00,2010-10-14 09:44:00
12348,2019.4,5,2714,2010-09-27 14:59:00,2011-09-25 13:13:00
14623,2016.98,10,1025,2010-04-16 17:12:00,2011-11-07 13:56:00
16197,2016.71,9,1420,2009-12-16 11:44:00,2010-08-27 12:56:00
17152,2016.5,4,577,2010-10-10 12:40:00,2011-05-29 12:19:00
17126,2016.43,9,1426,2010-08-31 13:41:00,2011-07-10 13:52:00
13693,2011.82,9,880,2009-12-07 11:29:00,2010-11-30 18:21:00
13888,2001.59,7,795,2010-05-13 11:57:00,2011-08-12 10:13:00
16332,2000.01,11,1128,2010-04-29 13:41:00,2011-11-11 14:22:00
14628,1998.0,5,1147,2010-01-25 14:40:00,2011-09-09 14:58:00
16698,1998.0,2,840,2011-03-31 13:33:00,2011-04-27 10:52:00
15990,1997.75,7,1086,2010-02-28 12:30:00,2011-10-26 15:58:00
14152,1997.34,7,1844,2010-02-18 13:57:00,2011-09-25 12:54:00
15481,1993.34,1,1450,2010-11-03 14:52:00,2010-11-03 14:52:00
14301,1992.18,4,1686,2010-02-11 13:07:00,2011-08-14 15:33:00
13889,1991.23,6,979,2010-01-22 14:32:00,2011-09-08 09:13:00
17088,1991.01,4,868,2011-03-31 09:48:00,2011-11-11 14:23:00
16960,1990.88,8,1492,2010-03-02 13:36:00,2011-11-01 11:35:00
17351,1988.23,12,383,2009-12-10 18:43:00,2011-11-03 18:45:00
16529,1986.8,4,739,2010-06-27 13:29:00,2011-06-02 17:23:00
15478,1983.48,3,894,2010-05-13 18:49:00,2011-10-30 14:19:00
14967,1982.61,6,652,2009-12-03 14:07:00,2011-10-21 11:06:00
15192,1981.39,5,1644,2010-01-29 10:13:00,2011-08-12 11:41:00
17337,1981.06,4,1247,2011-02-02 17:06:00,2011-07-11 14:55:00
13725,1980.56,8,806,2011-02-04 12:18:00,2011-10-21 10:03:00
12582,1980.4,4,985,2010-05-11 09:55:00,2011-04-15 08:45:00
17158,1980.0,5,1147,2010-03-07 15:50:00,2011-11-07 15:15:00
15030,1979.91,8,1225,2010-03-04 17:10:00,2011-09-29 10:50:00
15795,1979.87,8,1411,2010-01-18 11:31:00,2011-07-13 10:43:00
13208,1976.3,9,1343,2009-12-03 13:25:00,2011-10-12 09:54:00
18204,1975.35,3,1190,2011-05-31 15:26:00,2011-09-29 16:44:00
15531,1972.39,2,1085,2011-11-09 17:47:00,2011-12-01 18:43:00
17797,1971.87,8,1086,2009-12-15 14:30:00,2011-11-17 13:21:00
14905,1971.39,8,1009,2009-12-03 14:36:00,2011-07-05 12:41:00
12674,1970.6,4,1133,2011-05-16 09:10:00,2011-11-01 12:12:00
14477,1969.6,7,1120,2010-01-04 15:41:00,2011-11-20 11:11:00
15081,1965.72,12,806,2010-06-22 10:25:00,2011-11-17 17:08:00
16032,1965.72,6,1467,2010-07-04 13:31:00,2010-09-09 18:00:00
16233,1965.71,9,689,2009-12-02 13:23:00,2011-09-29 17:27:00
17966,1963.92,10,3918,2010-01-18 13:24:00,2011-11-02 10:26:00
17997,1962.46,8,2273,2011-06-28 17:28:00,2011-09-26 16:13:00
12399,1962.3,7,2198,2010-03-05 08:45:00,2011-08-12 13:15:00
15789,1962.01,6,2499,2010-03-26 11:21:00,2010-12-16 14:35:00
16290,1957.7,4,957,2010-05-23 11:46:00,2010-09-01 11:52:00
17039,1954.99,1,689,2010-04-14 12:56:00,2010-04-14 12:56:00
18016,1954.56,7,1207,2010-01-27 16:00:00,2011-11-07 13:25:00
14794,1953.9,10,783,2010-08-09 15:44:00,2011-12-07 10:11:00
17554,1952.45,5,1763,2011-07-14 20:01:00,2011-12-08 14:15:00
13761,1952.17,6,1079,2010-02-21 11:08:00,2011-10-20 14:01:00
15885,1951.82,15,622,2010-01-21 12:47:00,2011-09-08 10:43:00
16993,1950.95,2,285,2010-05-12 13:55:00,2010-09-02 12:16:00
14014,1948.21,3,2004,2010-05-12 09:04:00,2011-09-23 13:18:00
16891,1945.2,11,738,2009-12-04 12:37:00,2011-12-08 11:15:00
15620,1942.36,4,1249,2010-10-26 11:32:00,2011-10-14 12:41:00
15425,1941.12,4,1041,2010-02-14 12:36:00,2010-11-04 18:13:00
12385,1938.4,1,612,2010-11-25 15:14:00,2010-11-25 15:14:00
16619,1938.33,4,1055,2010-02-22 12:05:00,2011-03-21 08:18:00
17135,1937.76,10,1908,2010-05-09 16:03:00,2011-11-23 16:48:00
14418,1937.25,3,1711,2011-08-23 17:18:00,2011-12-06 11:39:00
15605,1936.8,9,712,2010-01-14 14:03:00,2011-11-03 14:17:00
15561,1934.39,8,1334,2010-02-14 12:22:00,2011-11-28 11:07:00
12528,1933.48,6,756,2011-01-31 09:05:00,2011-11-30 14:40:00
12531,1933.2,2,1119,2010-01-22 14:17:00,2011-11-25 11:12:00
16859,1932.41,7,1899,2010-03-04 12:37:00,2011-07-18 12:19:00
15803,1929.66,4,1030,2010-02-01 16:29:00,2011-10-19 14:56:00
17236,1929.26,12,804,2010-03-07 13:00:00,2011-11-27 12:00:00
16788,1928.93,5,965,2010-02-07 12:40:00,2011-08-08 14:53:00
13029,1927.3,5,194,2010-07-04 13:46:00,2011-11-09 09:13:00
14492,1921.91,7,751,2010-03-30 14:23:00,2010-10-05 13:21:00
16681,1921.84,7,1492,2010-03-08 14:10:00,2011-09-28 11:11:00
18220,1921.76,6,1352,2009-12-15 11:42:00,2011-04-27 09:03:00
13838,1920.73,10,774,2010-05-09 11:40:00,2011-12-04 11:00:00
12644,1918.49,4,1032,2010-01-14 13:02:00,2011-08-02 10:33:00
12842,1917.99,4,887,2009-12-02 08:15:00,2011-09-30 15:33:00
14332,1917.41,5,875,2010-10-19 13:01:00,2011-11-17 11:54:00
16650,1916.11,7,1511,2010-07-08 14:18:00,2011-09-29 09:51:00
16555,1915.68,6,1816,2010-07-22 13:39:00,2011-11-04 14:31:00
16692,1914.7,4,878,2010-09-24 11:31:00,2011-03-28 14:46:00
16770,1909.73,9,1108,2010-08-22 16:08:00,2011-10-13 12:21:00
12947,1908.03,6,1349,2010-12-01 16:21:00,2011-07-19 10:06:00
17046,1906.07,5,1636,2010-03-29 13:46:00,2011-07-05 14:24:00
16942,1904.99,9,805,2011-04-26 11:59:00,2011-11-27 12:40:00
17235,1904.88,8,971,2010-06-04 17:01:00,2011-11-14 15:51:00
14250,1904.05,3,1200,2011-09-11 13:44:00,2011-12-02 14:30:00
14127,1900.08,6,828,2010-10-10 11:53:00,2011-08-09 10:49:00
14710,1899.79,13,1135,2009-12-03 17:12:00,2011-11-25 14:53:00
12762,1898.52,2,1227,2011-11-14 14:23:00,2011-12-02 10:23:00
14389,1898.01,5,1388,2010-04-28 14:57:00,2011-10-05 15:17:00
14741,1897.59,7,1120,2010-10-18 09:33:00,2011-11-28 08:48:00
14730,1897.57,8,1078,2011-03-08 12:49:00,2011-12-08 14:39:00
17560,1895.8,8,1588,2010-02-17 12:11:00,2011-09-06 09:18:00
14327,1894.93,6,1296,2010-01-08 14:04:00,2011-06-29 13:58:00
15248,1893.93,3,1065,2010-06-23 14:34:00,2010-10-24 13:09:00
17350,1893.7,7,1178,2010-02-01 15:38:00,2011-12-01 15:47:00
16631,1892.52,7,775,2010-02-26 10:49:00,2010-08-15 11:20:00
13276,1891.91,5,840,2010-03-07 14:05:00,2011-10-07 12:44:00
15381,1890.57,5,802,2010-05-05 14:35:00,2011-05-10 11:55:00
14912,1889.25,6,1819,2010-01-26 16:29:00,2011-11-23 09:20:00
17609,1887.9,11,1321,2010-04-09 16:54:00,2011-10-30 12:28:00
16172,1884.55,8,1419,2010-07-14 15:34:00,2011-09-05 13:22:00
14403,1880.51,6,737,2010-03-10 14:00:00,2011-08-01 12:57:00
16660,1879.55,7,991,2010-01-14 11:09:00,2011-11-23 14:53:00
18151,1879.44,6,986,2010-03-04 10:47:00,2011-07-28 11:35:00
15197,1877.51,6,1058,2009-12-11 12:56:00,2011-11-29 10:00:00
13946,1876.23,6,2847,2009-12-04 11:07:00,2011-09-21 13:33:00
12494,1872.87,9,988,2010-05-12 13:52:00,2011-11-24 09:34:00
16426,1863.76,10,1215,2011-03-08 15:45:00,2011-12-07 14:01:00
14887,1862.0,1,1100,2011-09-21 15:32:00,2011-09-21 15:32:00
13503,1859.24,6,1105,2010-02-16 13:49:00,2011-09-29 13:23:00
14305,1858.96,3,1089,2011-07-27 14:14:00,2011-09-29 15:29:00
14130,1858.77,4,1215,2009-12-11 16:33:00,2011-01-24 16:05:00
16043,1856.59,8,1011,2010-08-15 11:26:00,2011-11-02 12:50:00
16049,1852.15,6,1132,2010-07-11 13:53:00,2011-10-30 13:19:00
16917,1851.88,2,792,2010-03-17 15:24:00,2011-03-08 11:55:00
12383,1850.56,5,1532,2010-12-22 14:28:00,2011-06-08 08:02:00
12381,1845.31,5,808,2011-08-12 09:57:00,2011-12-05 12:44:00
12507,1844.06,4,1256,2010-05-04 09:23:00,2011-07-28 17:09:00
18180,1843.75,6,1721,2011-07-20 08:59:00,2011-12-05 08:39:00
12694,1843.35,3,1355,2010-10-14 19:39:00,2011-09-30 13:06:00
12950,1843.0,3,1380,2011-11-15 13:48:00,2011-12-07 13:17:00
15201,1842.95,7,1660,2010-04-07 14:50:00,2011-09-13 14:53:00
16102,1842.14,3,942,2011-08-03 12:50:00,2011-10-28 13:19:00
14224,1841.71,9,826,2010-06-13 13:46:00,2011-08-21 13:24:00
13168,1840.73,5,898,2010-06-15 15:00:00,2011-11-03 12:56:00
17919,1840.32,2,1452,2010-09-27 10:40:00,2011-09-12 13:41:00
15822,1840.06,6,950,2009-12-06 15:12:00,2011-12-06 14:50:00
14870,1838.95,6,483,2010-01-25 09:05:00,2011-03-23 10:51:00
13924,1838.85,6,1575,2011-09-28 15:07:00,2011-12-08 09:39:00
17015,1838.61,3,1978,2011-06-07 13:19:00,2011-11-11 10:45:00
16175,1836.44,7,932,2010-05-25 12:01:00,2011-09-06 14:32:00
15402,1830.54,6,2034,2010-04-27 12:12:00,2011-07-14 12:17:00
16152,1829.04,1,642,2011-03-16 09:47:00,2011-03-16 09:47:00
16825,1826.89,5,1297,2010-06-23 13:14:00,2011-11-01 11:51:00
17244,1826.04,5,1419,2009-12-06 11:27:00,2011-10-17 15:19:00
15678,1825.94,3,1022,2010-07-05 12:49:00,2011-10-18 09:25:00
14715,1825.45,8,1030,2010-01-19 12:18:00,2011-11-15 12:10:00
13884,1825.03,10,752,2010-08-26 19:57:00,2011-12-02 16:30:00
17642,1824.49,5,1475,2009-12-05 16:01:00,2011-08-12 09:11:00
16169,1822.97,4,1325,2011-09-25 11:33:00,2011-12-01 15:28:00
14738,1821.9,9,757,2009-12-07 10:21:00,2011-10-28 08:56:00
15339,1821.02,7,1138,2010-02-08 13:38:00,2011-10-04 12:51:00
17259,1820.34,6,1100,2010-02-22 13:38:00,2011-07-14 15:01:00
16205,1820.11,7,1452,2010-06-15 11:58:00,2011-11-09 09:32:00
17828,1820.09,4,667,2011-06-08 08:31:00,2011-11-17 08:41:00
14553,1818.6,9,1118,2010-07-18 12:07:00,2011-11-20 13:20:00
15807,1817.52,5,1532,2010-02-11 15:32:00,2011-10-20 14:10:00
16634,1814.61,6,1321,2010-01-21 09:30:00,2011-05-01 12:09:00
16880,1813.21,8,904,2010-08-03 13:54:00,2011-11-09 11:33:00
14915,1811.25,11,707,2009-12-03 10:17:00,2011-09-09 13:34:00
16474,1810.65,7,909,2011-07-17 14:51:00,2011-12-02 13:02:00
16725,1810.41,14,764,2009-12-13 15:54:00,2011-02-10 16:52:00
14893,1809.61,3,1047,2010-04-01 09:03:00,2011-11-30 12:31:00
15530,1808.68,5,1328,2010-07-15 11:10:00,2011-11-18 12:25:00
17888,1807.44,25,1536,2009-12-21 16:34:00,2011-11-18 13:45:00
15133,1806.9,5,960,2010-07-07 12:31:00,2011-08-04 10:44:00
13561,1803.4,11,1125,2010-02-28 13:42:00,2011-05-08 12:39:00
18161,1803.1,6,965,2010-11-25 15:55:00,2011-11-24 16:40:00
16797,1802.02,5,898,2009-12-02 13:33:00,2010-11-11 19:14:00
16249,1800.07,5,950,2011-04-14 13:50:00,2011-10-18 10:07:00
18235,1796.48,3,1578,2011-05-06 13:35:00,2011-09-29 08:27:00
18236,1795.35,12,696,2010-04-15 13:39:00,2011-11-10 08:06:00
17165,1794.32,6,788,2009-12-11 09:18:00,2011-02-28 16:39:00
18122,1793.06,6,1225,2011-07-12 11:37:00,2011-12-01 13:08:00
13711,1792.26,9,819,2009-12-15 19:04:00,2011-05-05 10:31:00
13375,1792.23,2,1124,2010-09-21 08:12:00,2011-09-12 10:19:00
12369,1791.15,3,1241,2010-03-08 08:09:00,2010-10-22 13:13:00
17603,1788.38,4,638,2009-12-10 09:44:00,2011-09-22 14:18:00
13782,1786.08,13,643,2009-12-06 12:52:00,2011-11-27 11:54:00
15608,1785.98,5,1262,2010-10-20 10:10:00,2011-11-11 13:20:00
16611,1785.13,6,874,2010-03-10 16:07:00,2011-06-06 15:46:00
15452,1785.11,6,1087,2010-07-16 14:23:00,2011-11-10 12:13:00
15128,1783.68,5,1583,2010-10-05 16:46:00,2011-10-10 13:54:00
16110,1781.59,4,880,2010-07-05 13:04:00,2011-10-25 14:35:00
18214,1780.34,4,989,2010-06-03 19:47:00,2010-06-27 11:21:00
15220,1778.96,6,1393,2011-03-04 10:24:00,2011-10-19 12:39:00
