customer_id,first_purchase_date,latest_purchase_date,frequency,monetary,units_purchased,recency_days,customer_lifetime_days,average_order_value,recency_score,frequency_score,monetary_score,rfm_score,customer_segment
13696,2010-02-11 14:17:00,2010-10-14 09:44:00,3,2020.4,552,422,244,673.47,1,3,4,134,Hibernating
13697,2011-11-01 09:14:00,2011-11-01 09:14:00,1,151.3,177,39,0,151.3,4,1,1,411,Need Attention
13698,2010-01-27 09:02:00,2010-04-22 11:52:00,2,451.73,227,597,85,225.86,1,2,2,122,Lost Customers
13699,2010-06-07 13:03:00,2011-07-07 16:51:00,2,764.15,219,155,395,382.08,3,2,3,323,Need Attention
13700,2010-02-07 10:53:00,2011-11-13 13:00:00,13,2596.97,2786,26,644,199.77,4,5,4,454,Champions
13701,2010-09-19 12:39:00,2010-09-19 12:39:00,1,161.0,80,447,0,161.0,1,1,1,111,Lost Customers
13702,2010-09-20 11:40:00,2010-09-20 11:40:00,1,135.18,74,446,0,135.18,1,1,1,111,Lost Customers
13703,2010-10-20 13:11:00,2011-01-25 13:10:00,2,425.56,128,318,96,212.78,2,2,2,222,Hibernating
13704,2011-09-12 14:40:00,2011-12-04 15:13:00,9,2308.06,1531,5,83,256.45,5,5,4,554,Champions
13705,2010-03-25 17:19:00,2011-12-02 12:32:00,7,2035.33,1009,8,616,290.76,5,4,4,544,Champions
13706,2010-03-23 09:18:00,2011-02-10 09:21:00,2,631.17,301,303,324,315.58,2,2,3,223,Hibernating
13707,2010-06-21 11:57:00,2011-03-17 18:03:00,5,3365.86,2210,267,269,673.17,2,4,5,245,At Risk
13708,2011-03-13 13:46:00,2011-03-13 13:46:00,1,285.33,301,271,0,285.33,2,1,1,211,Hibernating
13709,2010-01-11 10:40:00,2011-12-06 10:28:00,18,7571.35,4122,4,693,420.63,5,5,5,555,Champions
13710,2010-04-06 12:54:00,2011-11-08 08:16:00,3,509.52,336,32,580,169.84,4,3,2,432,Potential Loyalists
13711,2009-12-15 19:04:00,2011-05-05 10:31:00,9,1792.26,819,219,505,199.14,2,5,4,254,At Risk
13712,2010-04-08 11:16:00,2011-04-07 12:33:00,2,766.42,1128,247,364,383.21,2,2,3,223,Hibernating
13713,2010-05-05 16:48:00,2010-10-27 16:18:00,3,740.76,284,408,174,246.92,2,3,3,233,Hibernating
13714,2010-08-31 13:57:00,2010-08-31 13:57:00,1,161.35,50,465,0,161.35,1,1,1,111,Lost Customers
13715,2010-03-11 15:33:00,2011-03-03 19:21:00,17,8425.69,4907,281,357,495.63,2,5,5,255,At Risk
13716,2011-03-15 13:49:00,2011-03-15 13:49:00,1,138.28,138,269,0,138.28,2,1,1,211,Hibernating
13717,2010-08-11 09:40:00,2011-11-07 14:13:00,8,1763.3,2144,32,453,220.41,4,4,4,444,Champions
13718,2011-02-17 11:58:00,2011-04-07 13:24:00,2,306.55,173,246,49,153.28,2,2,2,222,Hibernating
13719,2010-05-17 14:36:00,2011-11-24 15:26:00,11,2783.08,1588,15,556,253.01,5,5,4,554,Champions
13720,2011-03-30 09:17:00,2011-08-15 12:46:00,4,799.9,501,117,138,199.98,3,3,3,333,Need Attention
13721,2010-11-09 17:59:00,2011-11-03 14:05:00,2,741.54,512,36,358,370.77,4,2,3,423,Potential Loyalists
13722,2010-03-03 14:13:00,2011-07-31 12:44:00,10,5635.41,3059,132,514,563.54,3,5,5,355,Loyal Customers
13723,2010-04-07 14:32:00,2011-05-06 17:04:00,6,1194.08,593,217,394,199.01,2,4,3,243,At Risk
13724,2010-03-12 15:28:00,2010-03-12 15:28:00,1,213.01,130,637,0,213.01,1,1,1,111,Lost Customers
13725,2011-02-04 12:18:00,2011-10-21 10:03:00,8,1980.56,806,50,258,247.57,4,4,4,444,Champions
13726,2011-08-31 11:06:00,2011-11-01 10:49:00,2,1079.66,1054,39,61,539.83,4,2,3,423,Potential Loyalists
13727,2009-12-09 13:25:00,2011-11-11 09:46:00,8,1074.15,368,29,701,134.27,4,4,3,443,Loyal Customers
13728,2009-12-09 17:13:00,2011-11-03 10:49:00,16,2855.17,1269,37,693,178.45,4,5,4,454,Champions
13729,2010-01-24 14:57:00,2010-09-30 10:44:00,3,724.73,419,436,248,241.58,1,3,3,133,Hibernating
13730,2011-07-01 12:47:00,2011-07-27 08:35:00,2,752.6,488,136,25,376.3,3,2,3,323,Need Attention
13731,2011-04-07 10:10:00,2011-05-04 14:33:00,2,610.59,278,219,27,305.3,2,2,2,222,Hibernating
13732,2011-11-11 15:49:00,2011-11-11 15:49:00,1,491.86,498,28,0,491.86,4,1,2,412,Need Attention
13733,2009-12-04 15:28:00,2010-10-25 12:18:00,2,487.03,335,411,324,243.52,1,2,2,122,Lost Customers
13734,2010-04-16 08:42:00,2010-07-19 12:04:00,4,6695.69,302,509,94,1673.92,1,3,5,135,Hibernating
13735,2009-12-13 13:31:00,2011-11-15 11:14:00,13,9762.77,4135,25,701,750.98,4,5,5,455,Champions
13736,2009-12-06 12:07:00,2011-12-04 15:19:00,7,2752.47,1549,5,728,393.21,5,4,4,544,Champions
13737,2011-05-23 16:32:00,2011-05-23 16:32:00,1,339.6,125,200,0,339.6,2,1,2,212,Hibernating
13738,2010-11-08 15:23:00,2010-11-08 15:23:00,1,434.78,237,396,0,434.78,2,1,2,212,Hibernating
13739,2010-06-30 10:25:00,2011-11-21 13:35:00,2,292.2,76,18,509,146.1,5,2,2,522,Potential Loyalists
13740,2009-12-02 12:22:00,2011-04-13 10:32:00,5,1582.77,987,241,496,316.55,2,4,4,244,At Risk
13741,2011-05-06 13:43:00,2011-09-29 09:19:00,3,668.43,218,72,145,222.81,3,3,3,333,Need Attention
13742,2011-01-23 14:59:00,2011-11-23 11:07:00,12,3107.87,1115,17,303,258.99,5,5,5,555,Champions
13743,2011-03-25 14:46:00,2011-12-07 10:09:00,7,1341.6,1776,3,256,191.66,5,4,4,544,Champions
13744,2011-02-20 14:08:00,2011-09-05 15:19:00,2,1080.52,1153,95,197,540.26,3,2,3,323,Need Attention
13745,2010-06-11 17:19:00,2011-06-30 16:43:00,2,777.36,1146,162,383,388.68,3,2,3,323,Need Attention
13746,2010-10-22 11:55:00,2010-10-22 11:55:00,1,176.69,83,414,0,176.69,1,1,1,111,Lost Customers
13747,2010-10-11 09:15:00,2010-12-01 10:37:00,2,249.4,68,374,51,124.7,2,2,1,221,Hibernating
13748,2009-12-01 16:44:00,2011-09-05 09:45:00,9,2268.35,1108,96,642,252.04,3,5,4,354,Loyal Customers
13750,2010-04-01 14:49:00,2011-10-17 12:16:00,11,3602.18,1370,54,563,327.47,4,5,5,455,Champions
13751,2011-02-24 15:56:00,2011-02-24 15:56:00,1,296.25,152,288,0,296.25,2,1,2,212,Hibernating
13752,2010-06-30 10:23:00,2011-08-07 14:16:00,7,1579.83,1005,124,403,225.69,3,4,4,344,Loyal Customers
13753,2009-12-03 10:20:00,2011-02-25 12:48:00,4,2094.57,1450,288,449,523.64,2,3,4,234,Hibernating
13754,2010-09-28 15:29:00,2011-07-11 11:51:00,3,447.05,315,152,285,149.02,3,3,2,332,Need Attention
13755,2011-10-07 15:45:00,2011-12-06 12:26:00,9,2108.06,1242,4,59,234.23,5,5,4,554,Champions
13756,2009-12-15 15:18:00,2011-12-07 16:44:00,23,9188.75,5426,2,722,399.51,5,5,5,555,Champions
13757,2010-02-03 12:37:00,2010-02-03 12:37:00,1,195.55,54,675,0,195.55,1,1,1,111,Lost Customers
13758,2009-12-01 10:06:00,2011-11-28 11:11:00,15,9416.98,5068,12,727,627.8,5,5,5,555,Champions
13759,2011-09-29 15:40:00,2011-11-06 14:47:00,2,659.41,287,33,37,329.7,4,2,3,423,Potential Loyalists
13760,2010-04-25 13:10:00,2011-10-16 16:13:00,5,1363.64,623,54,539,272.73,4,4,4,444,Champions
13761,2010-02-21 11:08:00,2011-10-20 14:01:00,6,1952.17,1079,50,606,325.36,4,4,4,444,Champions
13762,2010-01-10 12:13:00,2011-05-05 09:15:00,5,2472.48,2608,219,479,494.5,2,4,4,244,At Risk
13763,2010-09-30 17:39:00,2011-10-07 15:13:00,3,5217.44,3224,63,371,1739.15,3,3,5,335,Big Spenders
13764,2010-03-07 12:56:00,2011-09-30 12:03:00,6,2919.62,2084,71,571,486.6,3,4,4,344,Loyal Customers
13765,2010-02-24 13:46:00,2010-02-24 13:46:00,1,352.82,297,653,0,352.82,1,1,2,112,Lost Customers
13766,2010-08-01 14:25:00,2010-08-01 14:25:00,1,190.35,137,495,0,190.35,1,1,1,111,Lost Customers
13767,2009-12-01 10:52:00,2011-12-07 15:00:00,73,35540.53,15235,2,736,486.86,5,5,5,555,Champions
13768,2009-12-09 10:25:00,2009-12-13 10:41:00,2,875.97,373,727,4,437.98,1,2,3,123,Lost Customers
13769,2009-12-16 11:59:00,2011-12-07 15:08:00,20,5800.42,2574,2,721,290.02,5,5,5,555,Champions
13770,2009-12-09 14:44:00,2010-10-13 15:10:00,4,785.37,468,422,308,196.34,1,3,3,133,Hibernating
13771,2010-02-25 12:37:00,2011-10-06 14:18:00,9,5728.82,3140,64,588,636.54,3,5,5,355,Loyal Customers
13772,2010-02-23 13:55:00,2011-11-06 11:43:00,8,3100.02,1446,34,620,387.5,4,4,5,445,Champions
13773,2010-02-18 10:27:00,2010-11-08 11:49:00,2,301.54,174,397,263,150.77,2,2,2,222,Hibernating
13774,2011-09-19 12:06:00,2011-09-19 12:06:00,1,345.0,192,82,0,345.0,3,1,2,312,Need Attention
13775,2010-04-28 12:15:00,2010-04-28 12:15:00,1,1049.66,455,591,0,1049.66,1,1,3,113,Lost Customers
13776,2010-10-07 16:07:00,2010-10-07 16:11:00,2,623.98,2,428,0,311.99,1,2,3,123,Lost Customers
13777,2009-12-02 09:47:00,2011-12-09 12:25:00,61,56478.42,26742,1,737,925.88,5,5,5,555,Champions
13778,2010-05-23 13:34:00,2011-08-28 15:25:00,4,1124.49,511,103,462,281.12,3,3,3,333,Need Attention
13779,2010-07-12 11:24:00,2010-07-12 11:24:00,1,161.13,53,516,0,161.13,1,1,1,111,Lost Customers
13780,2010-10-28 19:51:00,2011-12-02 13:49:00,3,732.07,479,7,399,244.02,5,3,3,533,Potential Loyalists
13781,2009-12-18 15:46:00,2011-04-03 12:08:00,3,778.83,300,251,470,259.61,2,3,3,233,Hibernating
13782,2009-12-06 12:52:00,2011-11-27 11:54:00,13,1786.08,643,13,720,137.39,5,5,4,554,Champions
13783,2010-02-04 13:47:00,2010-08-09 09:23:00,4,1542.09,3437,488,185,385.52,1,3,4,134,Hibernating
13784,2010-09-15 12:27:00,2011-11-30 09:33:00,14,2910.23,2827,10,440,207.87,5,5,4,554,Champions
13785,2010-09-05 16:01:00,2010-10-07 09:25:00,4,542.49,151,429,31,135.62,1,3,2,132,Hibernating
13786,2009-12-03 15:32:00,2010-12-07 13:53:00,6,3358.39,1651,367,368,559.73,2,4,5,245,At Risk
13787,2010-01-14 10:13:00,2011-09-25 12:06:00,6,1222.5,998,76,619,203.75,3,4,3,343,Loyal Customers
13788,2010-07-22 15:50:00,2010-07-22 15:50:00,1,3.75,1,505,0,3.75,1,1,1,111,Lost Customers
13789,2010-11-16 15:31:00,2010-11-16 15:31:00,1,239.46,258,388,0,239.46,2,1,1,211,Hibernating
13790,2011-12-05 15:48:00,2011-12-05 15:48:00,1,348.8,748,4,0,348.8,5,1,2,512,New Customers
13791,2011-06-24 16:38:00,2011-08-04 11:44:00,2,1516.0,1200,128,40,758.0,3,2,4,324,Big Spenders
13792,2010-10-13 11:05:00,2011-10-04 14:31:00,3,383.95,156,66,356,127.98,3,3,2,332,Need Attention
13793,2010-03-03 08:25:00,2010-03-03 08:25:00,1,96.0,52,647,0,96.0,1,1,1,111,Lost Customers
13794,2010-06-11 12:30:00,2010-06-11 12:30:00,1,126.03,63,547,0,126.03,1,1,1,111,Lost Customers
13795,2010-03-12 12:44:00,2010-11-16 17:25:00,4,836.3,1250,388,249,209.08,2,3,3,233,Hibernating
13796,2010-07-28 14:45:00,2010-07-28 14:45:00,1,289.7,218,499,0,289.7,1,1,2,112,Lost Customers
13797,2010-03-02 12:17:00,2010-09-29 10:34:00,3,1179.45,573,437,210,393.15,1,3,3,133,Hibernating
13798,2009-12-08 16:21:00,2011-12-08 15:51:00,110,75836.87,48347,1,729,689.43,5,5,5,555,Champions
13799,2010-03-05 16:39:00,2011-08-15 12:07:00,9,2803.57,1539,117,527,311.51,3,5,4,354,Loyal Customers
13800,2009-12-03 10:03:00,2011-02-03 12:27:00,3,1679.56,891,310,427,559.85,2,3,4,234,Hibernating
13801,2011-10-04 10:15:00,2011-10-04 10:15:00,1,324.8,168,67,0,324.8,3,1,2,312,Need Attention
13802,2010-02-16 10:11:00,2011-07-24 10:54:00,19,26259.11,14129,139,523,1382.06,3,5,5,355,Loyal Customers
13803,2010-03-31 10:00:00,2011-03-29 12:57:00,3,1338.91,831,255,363,446.3,2,3,4,234,Hibernating
13804,2010-09-29 10:26:00,2011-11-09 12:32:00,9,3161.12,1797,31,406,351.24,4,5,5,455,Champions
13805,2011-08-02 15:29:00,2011-10-18 14:50:00,2,924.6,1900,52,76,462.3,4,2,3,423,Potential Loyalists
13806,2011-10-07 11:43:00,2011-10-07 11:43:00,1,256.38,56,64,0,256.38,3,1,1,311,Need Attention
13807,2009-12-04 12:41:00,2010-12-07 15:48:00,3,534.8,152,367,368,178.27,2,3,2,232,Hibernating
13808,2011-09-04 12:07:00,2011-12-04 12:18:00,5,1747.66,782,6,91,349.53,5,4,4,544,Champions
13809,2010-09-05 11:42:00,2011-02-07 13:15:00,3,679.7,281,305,155,226.57,2,3,3,233,Hibernating
13810,2011-10-14 12:57:00,2011-11-11 08:33:00,3,1499.01,312,29,27,499.67,4,3,4,434,Potential Loyalists
13811,2011-04-14 18:40:00,2011-06-09 09:54:00,3,814.5,68,184,55,271.5,3,3,3,333,Need Attention
13812,2011-08-26 12:54:00,2011-10-28 14:27:00,3,539.0,333,42,63,179.67,4,3,2,432,Potential Loyalists
13813,2009-12-06 10:16:00,2011-10-31 10:38:00,8,2765.47,1292,40,694,345.68,4,4,4,444,Champions
13814,2010-06-30 14:12:00,2011-09-08 13:48:00,3,2257.32,1214,92,434,752.44,3,3,4,334,Big Spenders
13815,2010-02-12 10:26:00,2011-11-17 14:19:00,8,7475.74,5381,22,643,934.47,4,4,5,445,Champions
13816,2011-10-06 14:37:00,2011-11-16 08:38:00,2,571.67,269,24,40,285.83,4,2,2,422,Potential Loyalists
13817,2010-12-23 11:46:00,2011-11-10 17:49:00,2,382.98,211,29,322,191.49,4,2,2,422,Potential Loyalists
13818,2010-10-06 12:35:00,2010-10-06 12:35:00,1,61.28,60,430,0,61.28,1,1,1,111,Lost Customers
13819,2009-12-01 16:18:00,2011-02-11 10:38:00,6,2642.35,2309,302,436,440.39,2,4,4,244,At Risk
13820,2010-01-28 12:26:00,2010-10-17 13:46:00,3,652.75,285,418,262,217.58,1,3,3,133,Hibernating
13821,2010-01-04 13:36:00,2011-07-18 09:49:00,6,1379.08,477,145,559,229.85,3,4,4,344,Loyal Customers
13822,2011-10-30 15:55:00,2011-12-04 12:13:00,2,632.0,611,6,34,316.0,5,2,3,523,Potential Loyalists
13823,2009-12-15 14:34:00,2011-11-21 10:22:00,7,3403.45,1564,19,705,486.21,5,4,5,545,Champions
13824,2010-03-12 15:17:00,2011-11-07 12:41:00,12,3314.76,1442,33,604,276.23,4,5,5,455,Champions
13825,2009-12-09 14:30:00,2010-03-28 11:02:00,2,255.59,182,622,108,127.8,1,2,1,121,Lost Customers
13826,2011-06-16 13:48:00,2011-06-16 13:48:00,1,189.5,82,176,0,189.5,3,1,1,311,Need Attention
13827,2011-07-19 15:38:00,2011-10-13 12:38:00,3,409.8,138,58,85,136.6,4,3,2,432,Potential Loyalists
13828,2011-11-17 16:02:00,2011-11-17 16:02:00,1,209.49,311,22,0,209.49,4,1,1,411,Need Attention
13829,2010-10-14 18:19:00,2010-10-14 18:19:00,1,102.0,12,421,0,102.0,1,1,1,111,Lost Customers
13830,2010-05-07 12:24:00,2010-05-07 12:24:00,1,156.85,47,582,0,156.85,1,1,1,111,Lost Customers
13831,2009-12-10 14:50:00,2011-11-23 15:41:00,18,6993.54,2553,16,713,388.53,5,5,5,555,Champions
13832,2010-10-13 14:41:00,2011-11-20 15:36:00,2,609.89,420,19,403,304.94,5,2,2,522,Potential Loyalists
13833,2010-10-31 14:11:00,2011-07-03 13:27:00,2,700.41,243,159,244,350.2,3,2,3,323,Need Attention
13834,2010-02-08 12:52:00,2010-05-12 10:27:00,2,324.19,221,577,92,162.1,1,2,2,122,Lost Customers
13835,2010-03-04 08:26:00,2011-11-14 15:37:00,7,1095.27,520,25,620,156.47,4,4,3,443,Loyal Customers
13836,2010-10-21 13:27:00,2010-11-05 13:31:00,2,620.37,273,399,15,310.18,2,2,3,223,Hibernating
13837,2011-01-26 12:15:00,2011-05-12 12:10:00,2,266.59,182,212,105,133.29,2,2,1,221,Hibernating
13838,2010-05-09 11:40:00,2011-12-04 11:00:00,10,1920.73,774,6,573,192.07,5,5,4,554,Champions
13839,2010-08-10 13:52:00,2010-08-10 13:52:00,1,139.95,25,486,0,139.95,1,1,1,111,Lost Customers
13840,2010-10-19 13:34:00,2010-10-19 13:34:00,1,651.4,358,416,0,651.4,1,1,3,113,Lost Customers
13841,2011-04-01 12:10:00,2011-04-01 12:10:00,1,85.0,100,253,0,85.0,2,1,1,211,Hibernating
13842,2010-02-16 15:54:00,2011-10-12 10:51:00,18,5629.91,2879,59,602,312.77,4,5,5,455,Champions
13843,2010-11-23 17:48:00,2010-11-23 17:48:00,1,319.75,145,381,0,319.75,2,1,2,212,Hibernating
13844,2011-11-28 13:21:00,2011-11-28 13:21:00,1,361.62,196,11,0,361.62,5,1,2,512,New Customers
13845,2011-10-06 08:25:00,2011-10-06 08:25:00,1,312.98,182,65,0,312.98,3,1,2,312,Need Attention
13846,2010-11-05 09:47:00,2011-11-15 12:07:00,4,1307.79,705,25,375,326.95,4,3,4,434,Potential Loyalists
13847,2009-12-20 10:41:00,2009-12-20 10:41:00,1,310.72,96,720,0,310.72,1,1,2,112,Lost Customers
13848,2009-12-09 16:17:00,2011-09-08 12:58:00,8,3335.0,10200,92,637,416.88,3,4,5,345,Loyal Customers
13849,2010-03-25 12:03:00,2011-10-19 10:59:00,5,3469.3,1883,52,572,693.86,4,4,5,445,Champions
13850,2011-08-02 14:04:00,2011-08-02 14:04:00,1,1595.48,944,129,0,1595.48,3,1,4,314,Need Attention
13851,2010-01-29 11:54:00,2011-09-05 12:36:00,8,4606.46,2525,96,584,575.81,3,4,5,345,Loyal Customers
13852,2010-04-08 09:06:00,2010-04-08 09:06:00,1,187.35,85,611,0,187.35,1,1,1,111,Lost Customers
13853,2011-10-13 14:18:00,2011-10-13 14:18:00,1,1090.14,312,57,0,1090.14,4,1,3,413,Need Attention
13854,2010-01-08 11:28:00,2011-12-01 09:06:00,39,12253.96,3710,9,691,314.2,5,5,5,555,Champions
13855,2009-12-08 16:56:00,2010-07-27 09:53:00,4,1310.34,575,501,230,327.58,1,3,4,134,Hibernating
13856,2010-03-30 15:40:00,2011-06-24 10:03:00,11,1142.03,1105,169,450,103.82,3,5,3,353,Loyal Customers
13857,2010-05-17 14:21:00,2010-11-11 12:54:00,6,1001.01,782,393,177,166.84,2,4,3,243,At Risk
13858,2011-10-13 16:17:00,2011-10-13 16:17:00,1,216.17,75,57,0,216.17,4,1,1,411,Need Attention
13859,2010-06-28 15:36:00,2011-01-17 16:14:00,2,515.86,167,326,203,257.93,2,2,2,222,Hibernating
13860,2011-09-14 09:27:00,2011-12-08 12:57:00,5,1245.9,591,1,85,249.18,5,4,4,544,Champions
13861,2010-06-27 11:37:00,2010-10-06 14:20:00,2,273.26,225,429,101,136.63,1,2,1,121,Lost Customers
13862,2010-11-15 13:43:00,2011-11-21 16:24:00,9,2556.09,1927,18,371,284.01,5,5,4,554,Champions
13863,2010-04-25 13:09:00,2011-04-06 10:20:00,4,1239.55,553,248,345,309.89,2,3,4,234,Hibernating
13864,2010-11-18 12:50:00,2010-11-18 12:50:00,1,662.4,192,387,0,662.4,2,1,3,213,Hibernating
13865,2011-02-23 12:04:00,2011-10-12 13:31:00,4,501.56,204,58,231,125.39,4,3,2,432,Potential Loyalists
13866,2011-09-26 14:54:00,2011-09-26 14:54:00,1,145.67,57,74,0,145.67,3,1,1,311,Need Attention
13867,2011-05-05 17:28:00,2011-11-08 15:48:00,3,1005.09,501,31,186,335.03,4,3,3,433,Potential Loyalists
13868,2011-11-01 12:45:00,2011-12-02 16:32:00,2,3192.54,1964,7,31,1596.27,5,2,5,525,Potential Loyalists
13869,2010-01-17 14:53:00,2011-08-08 13:53:00,10,7996.87,4302,123,567,799.69,3,5,5,355,Loyal Customers
13870,2010-02-08 12:08:00,2011-12-07 13:23:00,15,5712.08,3449,2,667,380.81,5,5,5,555,Champions
13871,2009-12-20 13:09:00,2011-11-17 10:49:00,17,7885.85,3502,23,696,463.87,4,5,5,455,Champions
13872,2009-12-14 09:56:00,2010-06-30 15:35:00,3,919.57,339,527,198,306.52,1,3,3,133,Hibernating
13873,2010-03-03 12:31:00,2011-08-12 10:08:00,8,1038.92,472,120,526,129.86,3,4,3,343,Loyal Customers
13874,2010-02-04 18:39:00,2010-12-16 18:20:00,7,2049.15,864,358,314,292.74,2,4,4,244,At Risk
13875,2009-12-17 10:30:00,2011-10-17 09:36:00,14,4814.37,3072,54,668,343.88,4,5,5,455,Champions
13876,2011-10-07 10:22:00,2011-10-07 10:22:00,1,122.7,36,64,0,122.7,3,1,1,311,Need Attention
13877,2010-01-19 10:53:00,2011-09-14 15:49:00,3,449.68,478,86,603,149.89,3,3,2,332,Need Attention
13878,2010-04-14 13:50:00,2011-10-16 12:19:00,4,2416.9,927,55,549,604.22,4,3,4,434,Potential Loyalists
13879,2010-03-04 10:49:00,2010-03-04 10:49:00,1,395.5,204,646,0,395.5,1,1,2,112,Lost Customers
13880,2010-05-26 14:29:00,2011-11-18 13:44:00,17,4391.66,2589,21,540,258.33,4,5,5,455,Champions
13881,2010-03-04 14:41:00,2011-12-06 12:50:00,43,45179.1,29760,4,641,1050.68,5,5,5,555,Champions
13882,2011-10-06 15:28:00,2011-12-07 11:16:00,5,1191.13,953,3,61,238.23,5,4,3,543,Loyal Customers
13883,2009-12-08 17:26:00,2011-11-29 10:45:00,15,6560.02,3584,11,720,437.33,5,5,5,555,Champions
13884,2010-08-26 19:57:00,2011-12-02 16:30:00,10,1825.03,752,7,462,182.5,5,5,4,554,Champions
13885,2011-05-23 08:52:00,2011-06-03 15:07:00,2,506.8,182,189,11,253.4,3,2,2,322,Need Attention
13886,2011-09-29 13:17:00,2011-09-29 13:17:00,1,243.56,126,71,0,243.56,3,1,1,311,Need Attention
13887,2011-05-19 17:22:00,2011-05-19 17:22:00,1,349.55,147,204,0,349.55,2,1,2,212,Hibernating
13888,2010-05-13 11:57:00,2011-08-12 10:13:00,7,2001.59,795,120,455,285.94,3,4,4,344,Loyal Customers
13889,2010-01-22 14:32:00,2011-09-08 09:13:00,6,1991.23,979,93,593,331.87,3,4,4,344,Loyal Customers
13890,2009-12-06 15:15:00,2011-12-08 15:36:00,14,2927.38,1392,1,732,209.1,5,5,4,554,Champions
13891,2010-05-06 16:02:00,2010-11-26 15:57:00,3,859.21,476,378,203,286.4,2,3,3,233,Hibernating
13892,2010-05-13 10:32:00,2011-11-13 11:50:00,6,1267.65,3125,27,549,211.28,4,4,4,444,Champions
13893,2011-02-15 11:30:00,2011-02-15 11:30:00,1,821.1,190,298,0,821.1,2,1,3,213,Hibernating
13894,2011-02-02 12:54:00,2011-11-16 09:44:00,3,564.62,354,24,286,188.21,4,3,2,432,Potential Loyalists
13895,2009-12-03 13:09:00,2011-11-11 16:57:00,6,4008.52,2060,28,708,668.09,4,4,5,445,Champions
13896,2010-03-24 08:55:00,2010-03-24 08:55:00,1,388.55,149,626,0,388.55,1,1,2,112,Lost Customers
13897,2010-01-31 13:48:00,2011-10-20 14:30:00,3,1160.72,820,50,627,386.91,4,3,3,433,Potential Loyalists
13898,2010-10-24 15:42:00,2011-01-18 10:28:00,2,686.4,544,326,85,343.2,2,2,3,223,Hibernating
13899,2011-03-10 09:30:00,2011-11-23 13:40:00,2,388.52,156,16,258,194.26,5,2,2,522,Potential Loyalists
13900,2010-03-25 13:46:00,2011-06-09 19:26:00,6,1610.59,938,183,441,268.43,3,4,4,344,Loyal Customers
13901,2010-01-05 09:29:00,2011-09-28 14:48:00,15,5676.34,3344,72,631,378.42,3,5,5,355,Loyal Customers
13902,2009-12-15 10:02:00,2010-03-17 13:09:00,5,34095.26,220600,632,92,6819.05,1,4,5,145,At Risk
13903,2010-11-04 17:44:00,2010-11-04 17:44:00,1,165.45,103,400,0,165.45,2,1,1,211,Hibernating
13904,2011-02-18 11:18:00,2011-11-02 13:41:00,2,332.64,332,37,257,166.32,4,2,2,422,Potential Loyalists
13905,2009-12-07 11:41:00,2009-12-07 11:41:00,1,312.65,135,733,0,312.65,1,1,2,112,Lost Customers
13906,2010-10-26 15:00:00,2010-10-26 15:00:00,1,42.0,100,409,0,42.0,2,1,1,211,Hibernating
13907,2010-01-17 12:22:00,2010-01-17 12:22:00,1,136.8,68,692,0,136.8,1,1,1,111,Lost Customers
13908,2011-03-08 12:04:00,2011-09-21 11:49:00,4,2369.55,1478,80,196,592.39,3,3,4,334,Big Spenders
13909,2010-07-06 16:52:00,2010-10-12 17:22:00,2,282.85,301,423,98,141.43,1,2,1,121,Lost Customers
13911,2010-03-01 16:31:00,2011-10-13 15:43:00,20,4234.99,4487,57,590,211.75,4,5,5,455,Champions
13912,2010-10-12 08:43:00,2010-10-12 08:43:00,1,124.95,29,424,0,124.95,1,1,1,111,Lost Customers
13913,2010-07-21 10:11:00,2010-07-21 10:11:00,1,42.22,10,507,0,42.22,1,1,1,111,Lost Customers
13914,2011-11-03 16:28:00,2011-11-28 10:35:00,2,626.45,380,12,24,313.23,5,2,3,523,Potential Loyalists
13915,2010-11-10 15:17:00,2010-11-10 15:17:00,1,70.8,24,394,0,70.8,2,1,1,211,Hibernating
13916,2010-02-02 10:06:00,2010-09-02 10:04:00,4,1275.81,673,464,211,318.95,1,3,4,134,Hibernating
13917,2011-06-01 12:46:00,2011-10-21 09:56:00,2,272.04,228,50,141,136.02,4,2,1,421,Potential Loyalists
13918,2011-03-31 18:05:00,2011-10-21 12:25:00,2,1212.84,1140,50,203,606.42,4,2,3,423,Potential Loyalists
13919,2010-06-17 09:30:00,2011-10-11 14:24:00,4,1360.68,1133,59,481,340.17,4,3,4,434,Potential Loyalists
13920,2010-05-26 15:48:00,2010-10-04 12:37:00,4,1774.68,1772,432,130,443.67,1,3,4,134,Hibernating
13921,2009-12-18 12:19:00,2010-11-02 16:32:00,4,730.7,210,402,319,182.68,2,3,3,233,Hibernating
13922,2010-08-29 14:36:00,2010-12-23 10:38:00,3,865.2,467,352,115,288.4,2,3,3,233,Hibernating
13923,2011-10-17 12:33:00,2011-10-17 12:33:00,1,351.13,185,54,0,351.13,4,1,2,412,Need Attention
13924,2011-09-28 15:07:00,2011-12-08 09:39:00,6,1838.85,1575,2,70,306.47,5,4,4,544,Champions
13925,2011-07-28 12:09:00,2011-09-08 12:47:00,4,678.25,331,93,42,169.56,3,3,3,333,Need Attention
13926,2011-11-16 13:16:00,2011-11-16 13:16:00,1,223.85,104,23,0,223.85,4,1,1,411,Need Attention
13927,2010-09-28 16:12:00,2011-09-26 12:00:00,2,708.26,463,75,362,354.13,3,2,3,323,Need Attention
13928,2011-07-29 15:59:00,2011-11-29 10:33:00,4,464.57,129,11,122,116.14,5,3,2,532,Potential Loyalists
